case_id,fraud_type,user_id,burst_size,probing_mode,device,n_transactions,auth_failures_before_success,ring_id,source,pretext,transaction_attempted,transaction_completed,credential_shared,target_outcome,amount_multiplier,urgency_level,pretext_category,fallback,label
case_auth_bypass_000309,auth_bypass,2020,,,,,3.0,,,,,,,,,,,,
case_auth_bypass_000310,auth_bypass,170,,,,,1.0,,,,,,,,,,,,
case_auth_bypass_000311,auth_bypass,998,,,,,2.0,,,,,,,,,,,,
case_auth_bypass_000312,auth_bypass,2719,,,,,3.0,,,,,,,,,,,,
case_auth_bypass_000313,auth_bypass,708,,,,,3.0,,,,,,,,,,,,
case_auth_bypass_000314,auth_bypass,58,,,,,2.0,,,,,,,,,,,,
case_auth_bypass_000315,auth_bypass,2408,,,,,2.0,,,,,,,,,,,,
case_auth_bypass_000316,auth_bypass,2592,,,,,3.0,,,,,,,,,,,,
case_auth_bypass_000317,auth_bypass,317,,,,,2.0,,,,,,,,,,,,
case_auth_bypass_000318,auth_bypass,814,,,,,3.0,,,,,,,,,,,,
case_auth_bypass_000319,auth_bypass,654,,,,,3.0,,,,,,,,,,,,
case_auth_bypass_000320,auth_bypass,2315,,,,,2.0,,,,,,,,,,,,
case_auth_bypass_000321,auth_bypass,384,,,,,2.0,,,,,,,,,,,,
case_auth_bypass_000322,auth_bypass,2309,,,,,2.0,,,,,,,,,,,,
case_auth_bypass_000323,auth_bypass,2383,,,,,3.0,,,,,,,,,,,,
case_auth_bypass_000324,auth_bypass,133,,,,,2.0,,,,,,,,,,,,
case_auth_bypass_000325,auth_bypass,1437,,,,,1.0,,,,,,,,,,,,
case_auth_bypass_000326,auth_bypass,1373,,,,,1.0,,,,,,,,,,,,
case_auth_bypass_000327,auth_bypass,1198,,,,,1.0,,,,,,,,,,,,
case_auth_bypass_000328,auth_bypass,2279,,,,,1.0,,,,,,,,,,,,
case_auth_bypass_000329,auth_bypass,2137,,,,,1.0,,,,,,,,,,,,
case_auth_bypass_000330,auth_bypass,89,,,,,2.0,,,,,,,,,,,,
case_auth_bypass_000331,auth_bypass,1606,,,,,2.0,,,,,,,,,,,,
case_auth_bypass_000332,auth_bypass,207,,,,,3.0,,,,,,,,,,,,
case_auth_bypass_000333,auth_bypass,1293,,,,,1.0,,,,,,,,,,,,
case_auth_bypass_000334,auth_bypass,2624,,,,,3.0,,,,,,,,,,,,
case_auth_bypass_000335,auth_bypass,1259,,,,,2.0,,,,,,,,,,,,
case_auth_bypass_000336,auth_bypass,809,,,,,2.0,,,,,,,,,,,,
case_auth_bypass_000337,auth_bypass,2621,,,,,1.0,,,,,,,,,,,,
case_auth_bypass_000338,auth_bypass,1181,,,,,2.0,,,,,,,,,,,,
case_auth_bypass_000339,auth_bypass,853,,,,,2.0,,,,,,,,,,,,
case_auth_bypass_000340,auth_bypass,2906,,,,,2.0,,,,,,,,,,,,
case_auth_bypass_000341,auth_bypass,2165,,,,,2.0,,,,,,,,,,,,
case_auth_bypass_000342,auth_bypass,516,,,,,3.0,,,,,,,,,,,,
case_auth_bypass_000343,auth_bypass,1156,,,,,2.0,,,,,,,,,,,,
case_auth_bypass_000344,auth_bypass,2035,,,,,3.0,,,,,,,,,,,,
case_auth_bypass_000345,auth_bypass,655,,,,,2.0,,,,,,,,,,,,
case_auth_bypass_000346,auth_bypass,666,,,,,2.0,,,,,,,,,,,,
case_auth_bypass_000347,auth_bypass,728,,,,,3.0,,,,,,,,,,,,
case_auth_bypass_000348,auth_bypass,1860,,,,,2.0,,,,,,,,,,,,
case_auth_bypass_000349,auth_bypass,1230,,,,,2.0,,,,,,,,,,,,
case_auth_bypass_000350,auth_bypass,382,,,,,1.0,,,,,,,,,,,,
case_auth_bypass_000351,auth_bypass,262,,,,,1.0,,,,,,,,,,,,
case_auth_bypass_000352,auth_bypass,2587,,,,,3.0,,,,,,,,,,,,
case_auth_bypass_000353,auth_bypass,1319,,,,,3.0,,,,,,,,,,,,
case_auth_bypass_000354,auth_bypass,2319,,,,,2.0,,,,,,,,,,,,
case_auth_bypass_000355,auth_bypass,2707,,,,,2.0,,,,,,,,,,,,
case_auth_bypass_000356,auth_bypass,2969,,,,,3.0,,,,,,,,,,,,
case_auth_bypass_000357,auth_bypass,1569,,,,,1.0,,,,,,,,,,,,
case_auth_bypass_000358,auth_bypass,68,,,,,3.0,,,,,,,,,,,,
case_bustout_identity_000359,bustout_identity,3000,,,dev_3000_0,10.0,,,,,,,,,,,,,
case_bustout_identity_000360,bustout_identity,3001,,,dev_3001_0,7.0,,ring_003001,,,,,,,,,,,
case_bustout_identity_000361,bustout_identity,3002,,,dev_3001_0,7.0,,ring_003001,,,,,,,,,,,
case_bustout_identity_000362,bustout_identity,3003,,,dev_3003_0,11.0,,,,,,,,,,,,,
case_bustout_identity_000363,bustout_identity,3004,,,dev_3001_0,7.0,,ring_003001,,,,,,,,,,,
case_bustout_identity_000364,bustout_identity,3005,,,dev_3005_0,8.0,,,,,,,,,,,,,
case_bustout_identity_000365,bustout_identity,3006,,,dev_3006_0,5.0,,,,,,,,,,,,,
case_bustout_identity_000366,bustout_identity,3007,,,dev_3007_0,8.0,,ring_003007,,,,,,,,,,,
case_bustout_identity_000367,bustout_identity,3008,,,dev_3007_0,8.0,,ring_003007,,,,,,,,,,,
case_bustout_identity_000368,bustout_identity,3009,,,dev_3009_0,9.0,,ring_003009,,,,,,,,,,,
case_bustout_identity_000369,bustout_identity,3010,,,dev_3001_0,11.0,,ring_003001,,,,,,,,,,,
case_bustout_identity_000370,bustout_identity,3011,,,dev_3011_0,10.0,,ring_003011,,,,,,,,,,,
case_bustout_identity_000371,bustout_identity,3012,,,dev_3012_0,8.0,,,,,,,,,,,,,
case_bustout_identity_000372,bustout_identity,3013,,,dev_3013_0,6.0,,ring_003013,,,,,,,,,,,
case_bustout_identity_000373,bustout_identity,3014,,,dev_3014_0,6.0,,ring_003014,,,,,,,,,,,
case_bustout_identity_000374,bustout_identity,3015,,,dev_3015_0,11.0,,ring_003015,,,,,,,,,,,
case_bustout_identity_000375,bustout_identity,3016,,,dev_3016_0,10.0,,ring_003016,,,,,,,,,,,
case_bustout_identity_000376,bustout_identity,3017,,,dev_3017_0,11.0,,,,,,,,,,,,,
case_bustout_identity_000377,bustout_identity,3018,,,dev_3018_0,9.0,,,,,,,,,,,,,
case_bustout_identity_000378,bustout_identity,3019,,,dev_3013_0,8.0,,ring_003013,,,,,,,,,,,
case_bustout_identity_000379,bustout_identity,3020,,,dev_3020_0,5.0,,,,,,,,,,,,,
case_bustout_identity_000380,bustout_identity,3021,,,dev_3021_0,10.0,,,,,,,,,,,,,
case_bustout_identity_000381,bustout_identity,3022,,,dev_3013_0,7.0,,ring_003013,,,,,,,,,,,
case_bustout_identity_000382,bustout_identity,3023,,,dev_3023_0,10.0,,,,,,,,,,,,,
case_bustout_identity_000383,bustout_identity,3024,,,dev_3007_0,7.0,,ring_003007,,,,,,,,,,,
case_bustout_identity_000384,bustout_identity,3025,,,dev_3014_0,6.0,,ring_003014,,,,,,,,,,,
case_bustout_identity_000385,bustout_identity,3026,,,dev_3026_0,7.0,,,,,,,,,,,,,
case_bustout_identity_000386,bustout_identity,3027,,,dev_3027_0,7.0,,,,,,,,,,,,,
case_bustout_identity_000387,bustout_identity,3028,,,dev_3028_0,10.0,,,,,,,,,,,,,
case_bustout_identity_000388,bustout_identity,3029,,,dev_3029_0,8.0,,ring_003029,,,,,,,,,,,
case_bustout_identity_000389,bustout_identity,3030,,,dev_3030_0,5.0,,ring_003030,,,,,,,,,,,
case_bustout_identity_000390,bustout_identity,3031,,,dev_3031_0,6.0,,,,,,,,,,,,,
case_bustout_identity_000391,bustout_identity,3032,,,dev_3032_0,8.0,,,,,,,,,,,,,
case_bustout_identity_000392,bustout_identity,3033,,,dev_3013_0,9.0,,ring_003013,,,,,,,,,,,
case_bustout_identity_000393,bustout_identity,3034,,,dev_3034_0,6.0,,,,,,,,,,,,,
case_bustout_identity_000394,bustout_identity,3035,,,dev_3035_0,8.0,,,,,,,,,,,,,
case_bustout_identity_000395,bustout_identity,3036,,,dev_3036_0,11.0,,,,,,,,,,,,,
case_bustout_identity_000396,bustout_identity,3037,,,dev_3037_0,7.0,,,,,,,,,,,,,
case_bustout_identity_000397,bustout_identity,3038,,,dev_3038_0,5.0,,ring_003038,,,,,,,,,,,
case_bustout_identity_000398,bustout_identity,3039,,,dev_3039_0,8.0,,,,,,,,,,,,,
case_bustout_identity_000399,bustout_identity,3040,,,dev_3009_0,11.0,,ring_003009,,,,,,,,,,,
case_bustout_identity_000400,bustout_identity,3041,,,dev_3016_0,6.0,,ring_003016,,,,,,,,,,,
case_bustout_identity_000401,bustout_identity,3042,,,dev_3042_0,9.0,,ring_003042,,,,,,,,,,,
case_bustout_identity_000402,bustout_identity,3043,,,dev_3016_0,9.0,,ring_003016,,,,,,,,,,,
case_bustout_identity_000403,bustout_identity,3044,,,dev_3044_0,11.0,,,,,,,,,,,,,
case_bustout_identity_000404,bustout_identity,3045,,,dev_3045_0,7.0,,ring_003045,,,,,,,,,,,
case_bustout_identity_000405,bustout_identity,3046,,,dev_3007_0,11.0,,ring_003007,,,,,,,,,,,
case_bustout_identity_000406,bustout_identity,3047,,,dev_3047_0,8.0,,ring_003047,,,,,,,,,,,
case_bustout_identity_000407,bustout_identity,3048,,,dev_3048_0,7.0,,,,,,,,,,,,,
case_bustout_identity_000408,bustout_identity,3049,,,dev_3049_0,6.0,,,,,,,,,,,,,
case_bustout_identity_000409,bustout_identity,3050,,,dev_3042_0,9.0,,ring_003042,,,,,,,,,,,
case_bustout_identity_000410,bustout_identity,3051,,,dev_3051_0,5.0,,,,,,,,,,,,,
case_bustout_identity_000411,bustout_identity,3052,,,dev_3038_0,9.0,,ring_003038,,,,,,,,,,,
case_bustout_identity_000412,bustout_identity,3053,,,dev_3053_0,7.0,,,,,,,,,,,,,
case_bustout_identity_000413,bustout_identity,3054,,,dev_3054_0,10.0,,ring_003054,,,,,,,,,,,
case_bustout_identity_000414,bustout_identity,3055,,,dev_3055_0,7.0,,,,,,,,,,,,,
case_bustout_identity_000415,bustout_identity,3056,,,dev_3056_0,5.0,,,,,,,,,,,,,
case_bustout_identity_000416,bustout_identity,3057,,,dev_3054_0,11.0,,ring_003054,,,,,,,,,,,
case_bustout_identity_000417,bustout_identity,3058,,,dev_3058_0,11.0,,ring_003058,,,,,,,,,,,
case_bustout_identity_000418,bustout_identity,3059,,,dev_3059_0,5.0,,ring_003059,,,,,,,,,,,
case_ai_impersonation_000421,ai_impersonation,1511,,,,,,,llm,romance relationship financial help,True,True,False,payment_completed,4.675833884044011,high,romance relationship financial help,False,1.0
case_ai_impersonation_000422,ai_impersonation,457,,,,,,,llm,lottery or prize claim fee,True,True,False,payment_completed,4.500699710634853,high,lottery or prize claim fee,False,1.0
case_ai_impersonation_000424,ai_impersonation,2590,,,,,,,llm,romance relationship financial help,True,True,False,payment_completed,5.682150152216915,high,romance relationship financial help,False,1.0
case_ai_impersonation_000425,ai_impersonation,2265,,,,,,,llm,utility disconnection final notice,True,True,False,payment_completed,5.1281559237414,high,utility disconnection final notice,False,1.0
case_ai_impersonation_000427,ai_impersonation,2208,,,,,,,llm,family emergency payment request,True,True,False,payment_completed,7.629176768579203,high,family emergency payment request,False,1.0
case_ai_impersonation_000428,ai_impersonation,399,,,,,,,llm,government benefit re-verification,True,False,False,payment_attempted,4.248653852273052,high,government benefit re-verification,False,1.0
case_ai_impersonation_000429,ai_impersonation,1565,,,,,,,llm,technical support contact,True,False,False,payment_attempted,4.142519936038093,high,technical support contact,False,1.0
case_ai_impersonation_000431,ai_impersonation,1651,,,,,,,llm,technical support contact,True,False,True,payment_attempted,4.2424193304649815,high,technical support contact,False,1.0
case_ai_impersonation_000437,ai_impersonation,1076,,,,,,,llm,subscription auto-renewal dispute,True,True,False,payment_completed,7.426122243255984,high,subscription auto-renewal dispute,False,1.0
case_ai_impersonation_000440,ai_impersonation,1233,,,,,,,llm,tax authority overdue payment notice,True,True,True,payment_completed,6.32912329908882,high,tax authority overdue payment notice,False,1.0
case_ai_impersonation_000446,ai_impersonation,2227,,,,,,,llm,employer payroll correction request,True,False,False,payment_attempted,4.062007584860983,high,employer payroll correction request,False,1.0
case_ai_impersonation_000447,ai_impersonation,2271,,,,,,,llm,tax authority overdue payment notice,True,True,True,payment_completed,5.2296908950453584,high,tax authority overdue payment notice,False,1.0
case_ai_impersonation_000456,ai_impersonation,948,,,,,,,llm,family emergency payment request,True,True,False,payment_completed,6.401880206795092,high,family emergency payment request,False,1.0
case_ai_impersonation_000457,ai_impersonation,2256,,,,,,,llm,government benefit re-verification,True,False,False,payment_attempted,6.844209388693546,high,government benefit re-verification,False,1.0
case_ai_impersonation_000458,ai_impersonation,1919,,,,,,,llm,lottery or prize claim fee,True,False,False,payment_attempted,4.357721822643263,high,lottery or prize claim fee,False,1.0
case_ai_impersonation_000463,ai_impersonation,362,,,,,,,llm,tax authority overdue payment notice,True,False,False,payment_attempted,4.5821473008703055,high,tax authority overdue payment notice,False,1.0
case_ai_impersonation_000464,ai_impersonation,687,,,,,,,llm,family emergency payment request,True,True,False,payment_completed,5.478064227982559,high,family emergency payment request,False,1.0
case_ai_impersonation_000466,ai_impersonation,1231,,,,,,,llm,lottery or prize claim fee,True,True,False,payment_completed,4.923064568014663,high,lottery or prize claim fee,False,1.0
case_ai_impersonation_000468,ai_impersonation,74,,,,,,,llm,lottery or prize claim fee,True,True,False,payment_completed,6.654129271887377,high,lottery or prize claim fee,False,1.0
case_ai_impersonation_000470,ai_impersonation,1930,,,,,,,llm,cryptocurrency exchange account freeze,True,False,True,payment_attempted,5.87335037736773,high,cryptocurrency exchange account freeze,False,1.0
case_ai_impersonation_000473,ai_impersonation,1956,,,,,,,llm,investment opportunity urgency,True,True,False,payment_completed,7.267876455734523,high,investment opportunity urgency,False,1.0
case_ai_impersonation_000475,ai_impersonation,1347,,,,,,,llm,employer payroll correction request,True,True,False,payment_completed,7.6211225116698404,high,employer payroll correction request,False,1.0
case_ai_impersonation_000477,ai_impersonation,2396,,,,,,,llm,employer payroll correction request,True,False,True,payment_attempted,4.265046926426386,high,employer payroll correction request,False,1.0
case_ai_impersonation_000479,ai_impersonation,168,,,,,,,llm,family emergency payment request,True,True,False,payment_completed,7.8839289361941365,high,family emergency payment request,False,1.0
case_ai_impersonation_000480,ai_impersonation,1596,,,,,,,llm,subscription auto-renewal dispute,True,True,False,payment_completed,7.203318663668719,high,subscription auto-renewal dispute,False,1.0
case_ai_impersonation_000483,ai_impersonation,1638,,,,,,,llm,cryptocurrency exchange account freeze,True,False,True,payment_attempted,4.8143526938105214,high,cryptocurrency exchange account freeze,False,1.0
case_ai_impersonation_000484,ai_impersonation,2454,,,,,,,llm,landlord or rental deposit refund,True,False,True,payment_attempted,6.483738581297567,high,landlord or rental deposit refund,False,1.0
case_ai_impersonation_000486,ai_impersonation,2556,,,,,,,llm,employer payroll correction request,True,True,False,payment_completed,4.993174805038848,high,employer payroll correction request,False,1.0
case_ai_impersonation_000487,ai_impersonation,318,,,,,,,llm,bank security team callback,True,False,True,payment_attempted,4.558984627071126,high,bank security team callback,False,1.0
case_ai_impersonation_000488,ai_impersonation,2369,,,,,,,llm,courier delivery fee,True,True,False,payment_completed,7.094957182542554,high,courier delivery fee,False,1.0
case_ai_impersonation_000489,ai_impersonation,1361,,,,,,,llm,utility disconnection final notice,True,False,True,payment_attempted,4.676408032760212,high,utility disconnection final notice,False,1.0
case_ai_impersonation_000490,ai_impersonation,2093,,,,,,,llm,cryptocurrency exchange account freeze,True,False,True,payment_attempted,4.79479283470127,high,cryptocurrency exchange account freeze,False,1.0
case_ai_impersonation_000493,ai_impersonation,726,,,,,,,llm,landlord or rental deposit refund,True,True,False,payment_completed,5.7026412900265395,high,landlord or rental deposit refund,False,1.0
case_ai_impersonation_000495,ai_impersonation,1281,,,,,,,llm,bank security team callback,True,True,False,payment_completed,7.753791135146211,high,bank security team callback,False,1.0
case_ai_impersonation_000496,ai_impersonation,2056,,,,,,,llm,lottery or prize claim fee,True,True,False,payment_completed,7.543027069313274,high,lottery or prize claim fee,False,1.0
case_ai_impersonation_000497,ai_impersonation,1390,,,,,,,llm,subscription auto-renewal dispute,True,False,True,payment_attempted,5.205126183135297,high,subscription auto-renewal dispute,False,1.0
case_ai_impersonation_000500,ai_impersonation,2983,,,,,,,llm,subscription auto-renewal dispute,True,True,False,payment_completed,5.830294015868921,medium,subscription auto-renewal dispute,False,1.0
case_ai_impersonation_000501,ai_impersonation,1623,,,,,,,llm,investment opportunity urgency,True,False,False,payment_attempted,4.237206722166022,high,investment opportunity urgency,False,1.0
case_ai_impersonation_000504,ai_impersonation,2948,,,,,,,llm,employer payroll correction request,True,True,False,payment_completed,7.669061892447963,high,employer payroll correction request,False,1.0
case_ai_impersonation_000505,ai_impersonation,1336,,,,,,,llm,cryptocurrency exchange account freeze,True,False,True,payment_attempted,7.156886236688857,high,cryptocurrency exchange account freeze,False,1.0
case_ai_impersonation_000506,ai_impersonation,2312,,,,,,,llm,government benefit re-verification,True,False,True,payment_attempted,4.560054455269848,high,government benefit re-verification,False,1.0
case_ai_impersonation_000507,ai_impersonation,24,,,,,,,llm,investment opportunity urgency,True,False,False,payment_attempted,5.446809733302915,high,investment opportunity urgency,False,1.0
case_ai_impersonation_000510,ai_impersonation,2504,,,,,,,llm,investment opportunity urgency,True,False,False,payment_attempted,6.19606345397593,high,investment opportunity urgency,False,1.0
case_ai_impersonation_000513,ai_impersonation,742,,,,,,,llm,family emergency payment request,True,True,False,payment_completed,5.035297380237581,high,family emergency payment request,False,1.0
case_ai_impersonation_000517,ai_impersonation,2790,,,,,,,llm,utility disconnection final notice,True,True,True,payment_completed,6.297846508418143,high,utility disconnection final notice,False,1.0
case_ai_impersonation_000519,ai_impersonation,1426,,,,,,,llm,cryptocurrency exchange account freeze,True,True,False,payment_completed,6.645068144950483,high,cryptocurrency exchange account freeze,False,1.0
case_ai_impersonation_000521,ai_impersonation,748,,,,,,,llm,technical support contact,True,False,True,payment_attempted,7.297048359502754,high,technical support contact,False,1.0
case_ai_impersonation_000525,ai_impersonation,831,,,,,,,llm,landlord or rental deposit refund,True,True,False,payment_completed,5.2734619425434355,high,landlord or rental deposit refund,False,1.0
case_ai_impersonation_000526,ai_impersonation,2097,,,,,,,llm,cryptocurrency exchange account freeze,True,True,False,payment_completed,5.8578192300950995,high,cryptocurrency exchange account freeze,False,1.0
case_ai_impersonation_000527,ai_impersonation,847,,,,,,,llm,tax authority overdue payment notice,True,True,False,payment_completed,7.165207709445049,high,tax authority overdue payment notice,False,1.0
case_ai_impersonation_000529,ai_impersonation,1358,,,,,,,llm,tax authority overdue payment notice,True,False,False,payment_attempted,4.550938324510897,high,tax authority overdue payment notice,False,1.0
case_ai_impersonation_000530,ai_impersonation,1963,,,,,,,llm,subscription auto-renewal dispute,True,True,False,payment_completed,7.475274930968709,high,subscription auto-renewal dispute,False,1.0
case_ai_impersonation_000531,ai_impersonation,1910,,,,,,,llm,employer payroll correction request,True,True,False,payment_completed,4.57646095183325,high,employer payroll correction request,False,1.0
case_ai_impersonation_000533,ai_impersonation,2631,,,,,,,llm,lottery or prize claim fee,True,False,False,payment_attempted,5.4671462238459725,high,lottery or prize claim fee,False,1.0
case_ai_impersonation_000534,ai_impersonation,2689,,,,,,,llm,family emergency payment request,True,True,False,payment_completed,4.507308698299212,high,family emergency payment request,False,1.0
case_ai_impersonation_000535,ai_impersonation,1128,,,,,,,llm,technical support contact,True,True,True,payment_completed,5.28793944686084,high,technical support contact,False,1.0
case_ai_impersonation_000536,ai_impersonation,976,,,,,,,llm,tax authority overdue payment notice,True,True,False,payment_completed,6.967544526226988,high,tax authority overdue payment notice,False,1.0
case_ai_impersonation_000538,ai_impersonation,292,,,,,,,llm,cryptocurrency exchange account freeze,True,False,True,payment_attempted,7.1121009976019955,high,cryptocurrency exchange account freeze,False,1.0
case_ai_impersonation_000539,ai_impersonation,2910,,,,,,,llm,courier delivery fee,True,False,True,payment_attempted,7.734787241562998,high,courier delivery fee,False,1.0
case_ai_impersonation_000541,ai_impersonation,1073,,,,,,,llm,cryptocurrency exchange account freeze,True,True,True,payment_completed,5.557148501008847,high,cryptocurrency exchange account freeze,False,1.0
case_ai_impersonation_000542,ai_impersonation,1899,,,,,,,llm,landlord or rental deposit refund,True,True,False,payment_completed,5.345374658647644,high,landlord or rental deposit refund,False,1.0
case_ai_impersonation_000545,ai_impersonation,719,,,,,,,llm,technical support contact,True,True,False,payment_completed,6.567458632492542,high,technical support contact,False,1.0
case_ai_impersonation_000552,ai_impersonation,2059,,,,,,,llm,technical support contact,True,False,False,payment_attempted,7.382548164990267,high,technical support contact,False,1.0
case_ai_impersonation_000555,ai_impersonation,1832,,,,,,,llm,family emergency payment request,True,True,False,payment_completed,6.510541565476624,high,family emergency payment request,False,1.0
case_ai_impersonation_000556,ai_impersonation,215,,,,,,,llm,employer payroll correction request,True,True,False,payment_completed,6.081425366275905,high,employer payroll correction request,False,1.0
case_ai_impersonation_000557,ai_impersonation,629,,,,,,,llm,government benefit re-verification,True,False,False,payment_attempted,6.077485390325182,high,government benefit re-verification,False,1.0
case_ai_impersonation_000559,ai_impersonation,729,,,,,,,llm,subscription auto-renewal dispute,True,True,False,payment_completed,6.752222490416539,high,subscription auto-renewal dispute,False,1.0
case_ai_impersonation_000560,ai_impersonation,799,,,,,,,llm,utility disconnection final notice,True,False,False,payment_attempted,5.327173781882559,high,utility disconnection final notice,False,1.0
case_ai_impersonation_000564,ai_impersonation,2353,,,,,,,llm,cryptocurrency exchange account freeze,True,True,False,payment_completed,7.613389023199176,high,cryptocurrency exchange account freeze,False,1.0
case_ai_impersonation_000567,ai_impersonation,1631,,,,,,,llm,technical support contact,True,True,False,payment_completed,4.126067451660495,high,technical support contact,False,1.0
case_ai_impersonation_000570,ai_impersonation,64,,,,,,,llm,bank security team callback,True,False,False,payment_attempted,6.430080616266011,high,bank security team callback,False,1.0
case_ai_impersonation_000574,ai_impersonation,1545,,,,,,,llm,subscription auto-renewal dispute,True,False,False,payment_attempted,4.1715311619197255,high,subscription auto-renewal dispute,False,1.0
case_ai_impersonation_000576,ai_impersonation,2878,,,,,,,llm,technical support contact,True,True,False,payment_completed,7.93993501826758,high,technical support contact,False,1.0
